Price,Distance,Bedroom,Bathroom,CarSpace,Landsize,BuildingArea,YearBuilt,Regionname,Date,Lattitude,Longtitude
592000,2.4,2,2,1,14294,77,2006,Northern Metropolitan,09/09/2017,-37.81894,145.01314
625000,38,3,1,1,538,108,1980,South-Eastern Metropolitan,28/10/2017,-38.14599,145.15602
700000,13.8,2,1,1,640,89,1948,Southern Metropolitan,10/02/2018,-37.92345,145.0659
600000,18,3,2,2,503,125,1995,Western Metropolitan,11/11/2017,-37.7171,144.7668
952000,22.2,4,2,3,681,168,1970,South-Eastern Metropolitan,09/09/2017,-37.98145,145.12834
1065000,8.8,2,1,3,507,114,1910,Northern Metropolitan,15/10/2016,-37.7437,144.9995
1000000,7.8,3,2,3,370,110,1920,Northern Metropolitan,04/03/2017,-37.744,144.9501
1335000,5.3,3,1,1,390,112,1920,Northern Metropolitan,22/07/2017,-37.76588,144.99731
1070000,6.7,3,1,2,392,98,1920,Northern Metropolitan,19/08/2017,-37.74671,144.95142
600000,9.2,2,1,1,145,105,2010,Northern Metropolitan,04/03/2017,-37.7295,144.9641
921000,13.9,3,2,2,167,140,2009,Southern Metropolitan,12/11/2016,-37.9219,145.0733
775000,13.1,3,1,1,211,108,1980,Eastern Metropolitan,17/09/2016,-37.8275,145.1232
832000,6.9,3,2,2,214,111,1997,Western Metropolitan,10/09/2016,-37.7709,144.9334
1700000,4.6,3,1,2,338,132,1910,Southern Metropolitan,06/05/2017,-37.8139,145.0243
1371000,3.5,2,1,1,197,128,1900,Northern Metropolitan,10/09/2016,-37.7835,144.9816
650000,10.5,3,1,2,582,90,1955,Eastern Metropolitan,16/04/2016,-37.7422,145.05
830000,11.2,3,3,2,303,236,2013,Western Metropolitan,03/09/2016,-37.742,144.8885
700000,17.9,3,2,2,171,122,2014,Southern Metropolitan,28/10/2017,-37.95671,145.0686
2930000,9,5,3,4,645,222,2005,Southern Metropolitan,10/12/2016,-37.8317,145.0738
890000,7.9,3,2,2,249,140,2005,Eastern Metropolitan,04/06/2016,-37.766,145.0345
653000,15.5,3,2,2,625,153,2000,Western Metropolitan,24/02/2018,-37.69924,144.79452
548000,20.6,4,2,2,400,171,2010,Northern Metropolitan,12/08/2017,-37.5951,144.9091
540000,31.7,4,2,2,650,161,1995,Western Metropolitan,03/09/2017,-37.56284,144.71187
500000,9.9,3,1,2,191,92,2013,Northern Metropolitan,30/07/2016,-37.7168,144.9329
845000,10.4,3,3,3,612,30,1970,Western Metropolitan,28/10/2017,-37.72483,144.87087
1050000,13.9,3,2,2,627,140,1950,Southern Metropolitan,07/05/2016,-37.9284,145.0668
940000,7,3,2,2,171,146,2007,Western Metropolitan,28/08/2016,-37.8124,144.8957
1300000,21.5,4,2,2,597,150,1970,South-Eastern Metropolitan,17/06/2017,-37.99232,145.08469
840000,8.8,4,1,2,390,120,1950,Northern Metropolitan,30/07/2016,-37.7395,144.9843
1230000,10.7,3,2,2,297,193,1980,Southern Metropolitan,28/05/2016,-37.9124,145.0132
1175000,14.3,4,2,2,723,235,2009,Eastern Metropolitan,03/09/2017,-37.79545,145.15372
380000,20.6,3,1,1,372,92,2000,Northern Metropolitan,16/09/2017,-37.62388,144.93701
1002000,15.4,3,1,2,598,143,1960,Eastern Metropolitan,08/07/2017,-37.80827,145.17885
501000,14.5,3,1,1,255,132,1991,Western Metropolitan,12/11/2016,-37.7243,144.8533
748888,24.8,4,2,4,1014,280,1960,Eastern Metropolitan,15/07/2017,-37.88189,145.29148
492000,12.4,3,1,1,208,107,2011,Northern Metropolitan,28/08/2016,-37.7092,144.9695
1160000,17.9,3,2,2,534,134,1980,Southern Metropolitan,23/09/2017,-37.9583,145.06041
820000,13.6,3,2,2,213,115,2012,Southern Metropolitan,20/05/2017,-37.8827,145.0942
1250000,10.5,2,1,0,199,95,1920,Southern Metropolitan,03/03/2018,-37.90914,145.00477
1875000,7.3,6,2,2,697,170,1962,Southern Metropolitan,23/09/2017,-37.79032,145.05408
502000,5.3,3,2,2,233,144,1995,Southern Metropolitan,28/10/2017,-37.81309,145.01736
1180000,2.5,2,1,0,162,91,1900,Northern Metropolitan,27/11/2016,-37.8016,144.9956
1605000,10.3,4,1,2,606,163,1948,Southern Metropolitan,27/05/2017,-37.91684,145.01727
890000,12.2,3,2,2,235,130,2006,Southern Metropolitan,20/05/2017,-37.8625,145.1083
1205000,15.5,4,2,2,646,167,1980,Eastern Metropolitan,12/08/2017,-37.75807,145.13478
526000,14,3,1,2,530,161,1985,Western Metropolitan,09/12/2017,-37.72819,144.76642
1430000,12.1,3,1,2,618,163,1960,Southern Metropolitan,10/12/2016,-37.8991,145.0686
600000,11.2,2,1,1,101,105,1975,Southern Metropolitan,17/09/2016,-37.8263,145.0962
1850000,2.6,2,2,1,203,112,1900,Northern Metropolitan,22/08/2016,-37.8214,145.0132
1050000,17.2,3,1,1,662,149,1970,Eastern Metropolitan,28/10/2017,-37.81846,145.20078
857000,13.8,2,2,1,675,100,1950,Western Metropolitan,27/11/2016,-37.8653,144.8129
1201000,16.1,3,2,0,786,169,1980,Eastern Metropolitan,09/12/2017,-37.77425,145.18109
932000,7.7,2,2,1,799,110,2012,Southern Metropolitan,25/02/2017,-37.8818,144.9918
2110000,11.4,5,3,4,664,245,1980,Southern Metropolitan,03/09/2017,-37.90422,145.02827
678000,24.7,3,1,2,624,150,1970,South-Eastern Metropolitan,03/06/2017,-37.97806,145.20432
1400000,11.8,5,4,2,355,25,1979,Eastern Metropolitan,10/12/2016,-37.812,145.1074
1515000,5.2,4,2,2,236,194,1890,Northern Metropolitan,08/07/2017,-37.76549,144.96366
1425000,7,3,3,2,305,220,2007,Western Metropolitan,29/04/2017,-37.8149,144.8942
825000,5.2,3,1,1,210,130,1900,Northern Metropolitan,16/04/2016,-37.7597,144.9545
791000,16.5,4,2,6,813,140,1960,Northern Metropolitan,30/09/2017,-37.67631,144.89409
761000,12.2,3,2,4,400,94,1950,Southern Metropolitan,07/11/2016,-37.8675,145.106
940000,21.5,3,2,2,454,122,1950,South-Eastern Metropolitan,17/06/2017,-37.99443,145.0885
1037500,5.9,3,1,2,506,110,1920,Western Metropolitan,19/11/2016,-37.7779,144.9133
1445000,10.7,2,1,1,649,126,1940,Southern Metropolitan,04/03/2017,-37.9153,145.0142
620000,9.4,2,1,2,668,88,1950,Eastern Metropolitan,16/04/2016,-37.7389,145.0393
1205000,7.8,4,1,1,318,145,1960,Western Metropolitan,20/05/2017,-37.8105,144.8803
520000,23.2,2,1,1,418,76,1970,Eastern Metropolitan,17/06/2017,-37.83777,145.26345
1150000,11.2,2,1,2,604,119,1960,Southern Metropolitan,14/05/2016,-37.8835,145.0886
1285000,6.3,4,1,1,362,112,1920,Western Metropolitan,26/08/2017,-37.81188,144.88449
1175000,21.3,4,2,6,723,148,1950,Eastern Metropolitan,03/02/2018,-37.83206,145.24175
567000,18.4,4,2,3,632,180,1985,Western Metropolitan,26/08/2017,-37.86495,144.69719
535000,4.2,2,2,1,2592,70,2012,Northern Metropolitan,08/04/2017,-37.7961,144.9261
1950000,6.1,4,2,2,436,211,1880,Southern Metropolitan,26/07/2016,-37.8629,144.9887
970000,11.4,3,2,2,325,223,2005,Southern Metropolitan,14/05/2016,-37.8933,145.0546
1146000,13.8,3,1,1,595,116,1960,Southern Metropolitan,03/03/2018,-37.92083,145.07083
711000,19.6,4,2,2,530,213,1993,Northern Metropolitan,21/10/2017,-37.63722,145.04183
1650000,8.5,1,3,2,386,185,1913,Southern Metropolitan,18/06/2016,-37.883,144.999
693000,3.3,2,1,1,2122,64,1960,Southern Metropolitan,15/10/2016,-37.8383,145.0014
805000,8.4,3,1,2,322,104,1930,Western Metropolitan,23/04/2016,-37.8422,144.8784
1400000,4.6,3,2,0,145,138,1880,Southern Metropolitan,03/06/2017,-37.84957,144.9889
706000,7.5,2,1,1,172,90,1960,Southern Metropolitan,22/08/2016,-37.8437,145.0536
641000,19.6,3,2,2,535,148,1970,Northern Metropolitan,09/09/2017,-37.64372,145.03761
1295000,17.9,3,2,2,657,195,1958,Southern Metropolitan,03/09/2017,-37.95499,145.06775
695000,11.2,3,1,2,649,95,1955,Northern Metropolitan,03/06/2017,-37.69777,144.91952
900000,12.8,4,2,1,289,125,2011,Western Metropolitan,03/12/2016,-37.7506,144.8689
740000,38,4,2,2,632,150,1950,South-Eastern Metropolitan,21/10/2017,-38.13484,145.13413
590000,31.7,4,2,2,701,227,1975,Western Metropolitan,06/01/2018,-37.58364,144.71961
1667500,2.4,2,2,2,92,141,1940,Northern Metropolitan,22/07/2017,-37.82324,144.99174
635000,14.7,4,2,2,334,244,2000,Western Metropolitan,16/09/2017,-37.90584,144.74858
930000,23.2,5,2,2,992,198,1970,Eastern Metropolitan,03/06/2017,-37.84613,145.25606
1500000,5.2,4,3,1,365,209,1890,Northern Metropolitan,03/12/2016,-37.7624,144.9671
1560000,2.7,3,2,2,141,140,1995,Southern Metropolitan,11/11/2017,-37.8467,144.9983
570000,12,3,2,1,284,80,1960,Northern Metropolitan,11/11/2017,-37.6968,145.0182
900000,8.5,2,1,2,239,110,1940,Southern Metropolitan,03/09/2016,-37.8845,144.999
601000,11.4,3,2,1,217,142,2006,Eastern Metropolitan,28/05/2016,-37.7388,145.0742
910000,8.8,3,1,1,674,90,1955,Northern Metropolitan,22/04/2017,-37.7341,145.0275
300000,11.2,2,1,1,87,62,1970,Northern Metropolitan,26/07/2016,-37.7174,145.0016
1250000,2.1,3,2,1,108,125,1890,Southern Metropolitan,17/09/2016,-37.8363,144.9509
744000,17.9,3,2,2,667,153,1994,Northern Metropolitan,28/10/2017,-37.65541,145.07495
353000,4.3,2,1,1,4977,79,2000,Western Metropolitan,27/05/2017,-37.77367,144.88161
2300000,4.1,3,2,1,230,181,1930,Southern Metropolitan,17/03/2018,-37.84387,145.00687
1300000,10.8,4,2,3,650,120,1960,Eastern Metropolitan,23/09/2017,-37.77352,145.09844
1200000,11.2,4,2,2,672,240,2016,Northern Metropolitan,07/10/2017,-37.71136,144.91981
433500,20.5,3,2,2,146,138,2014,Northern Metropolitan,28/10/2017,-37.65133,145.09697
291000,6.4,1,1,1,665,46,1970,Western Metropolitan,07/05/2016,-37.7978,144.8918
490000,13.3,3,1,1,546,145,1960,Western Metropolitan,29/04/2017,-37.7676,144.8307
1600000,6.8,4,3,2,509,127,1990,Western Metropolitan,17/03/2018,-37.8621,144.88598
1560000,8,3,2,2,310,179,2005,Western Metropolitan,07/11/2016,-37.8644,144.9039
1235000,15.2,4,2,2,404,165,1925,Southern Metropolitan,29/07/2017,-37.95882,145.02138
1100000,22.2,4,2,2,840,237,1980,South-Eastern Metropolitan,17/06/2017,-37.97824,145.12949
1200000,4,2,1,1,182,96,1880,Northern Metropolitan,07/10/2017,-37.77523,144.97479
600000,12.8,3,1,1,565,125,1970,Western Metropolitan,22/08/2016,-37.7498,144.8585
935000,6.7,3,1,1,278,120,1910,Northern Metropolitan,18/11/2017,-37.7425,144.9577
545000,13.5,3,2,1,240,131,2011,Western Metropolitan,10/12/2016,-37.7891,144.8152
1750000,5.4,3,2,2,431,232,2006,Southern Metropolitan,26/08/2017,-37.80121,145.04581
2360000,5.9,4,2,4,614,281,1999,Southern Metropolitan,17/02/2018,-37.85736,145.03923
1710000,8,3,2,1,260,170,2016,Western Metropolitan,27/11/2016,-37.8671,144.9001
563000,43.3,4,2,2,430,155,2013,Eastern Victoria,09/12/2017,-38.07273,145.43373
510000,13.5,3,2,1,333,141,2012,Western Metropolitan,28/05/2016,-37.7912,144.8215
725000,7.9,2,1,1,136,76,1975,Southern Metropolitan,27/05/2017,-37.80626,145.08776
1225000,5.2,2,1,2,501,495,1930,Northern Metropolitan,09/09/2017,-37.75772,144.94349
2230000,10.2,5,2,2,754,270,1905,Southern Metropolitan,16/09/2017,-37.82807,145.10796
622500,11.2,3,1,1,456,94,1960,Northern Metropolitan,17/09/2016,-37.7038,145.0281
1320000,11.8,2,1,1,613,115,1950,Eastern Metropolitan,03/09/2016,-37.8238,145.1135
755000,7.4,2,2,1,66,111,2005,Southern Metropolitan,27/06/2016,-37.8813,144.9964
750000,34.7,4,2,2,629,223,2010,South-Eastern Metropolitan,18/11/2017,-38.1452,145.2512
800000,20.4,5,3,2,544,332,2008,Northern Metropolitan,08/07/2017,-37.61079,144.90823
1180000,14,4,1,2,604,183,1965,Southern Metropolitan,27/06/2016,-37.9087,145.0886
660000,18,4,2,2,666,214,2003,Western Metropolitan,06/01/2018,-37.70533,144.74731
890000,17.2,4,2,2,481,166,1965,Eastern Metropolitan,23/09/2017,-37.80961,145.1847
830000,16.1,3,1,2,905,183,1962,Eastern Metropolitan,12/08/2017,-37.7063,145.12215
665000,5.5,2,1,1,120,76,1975,Northern Metropolitan,18/03/2017,-37.7715,145.0075
1185000,13.9,4,2,2,305,207,2012,Southern Metropolitan,10/12/2016,-37.9245,145.0507
1525000,13.8,5,3,3,729,268,2005,Western Metropolitan,03/12/2016,-37.8721,144.8105
2100000,5.9,5,3,3,468,274,1925,Western Metropolitan,06/05/2017,-37.7822,144.9065
528000,14,3,1,3,588,92,1960,Northern Metropolitan,22/07/2017,-37.68306,144.90928
1350000,11.7,2,1,2,593,82,1950,Southern Metropolitan,16/04/2016,-37.8444,145.1054
762700,13,3,1,4,597,100,1960,Northern Metropolitan,25/02/2017,-37.7097,144.9351
2105000,7.2,3,2,1,346,180,1890,Southern Metropolitan,19/08/2017,-37.88319,145.01142
410000,29.8,4,1,2,578,104,1980,Western Victoria,09/09/2017,-37.71077,144.57198
1100000,13.9,3,1,2,578,163,1955,Southern Metropolitan,08/10/2016,-37.9186,145.0709
775000,25,3,1,2,720,131,1970,Eastern Metropolitan,08/07/2017,-37.86126,145.25808
1612000,4.5,3,2,0,146,139,1900,Southern Metropolitan,30/07/2016,-37.8519,145.0055
800000,17.9,3,1,2,585,123,1965,Southern Metropolitan,06/01/2018,-37.9685,145.07538
676000,22.7,3,1,1,587,114.2,1960,South-Eastern Metropolitan,27/05/2017,-37.96968,145.16832
650000,11.4,2,1,1,174,80,1975,Southern Metropolitan,18/06/2016,-37.8978,145.062
350000,18.4,3,1,1,466,103,2003,Western Metropolitan,26/08/2017,-37.86744,144.65609
1600000,11.2,4,1,2,600,186,1886,Southern Metropolitan,20/05/2017,-37.8327,145.0976
530000,35.2,3,2,1,530,107,1996,Eastern Victoria,14/10/2017,-38.05146,145.33143
1890000,9.7,3,2,1,632,144,1940,Southern Metropolitan,19/08/2017,-37.79094,145.07899
662000,23,3,1,1,396,120,1950,Eastern Metropolitan,15/07/2017,-37.79486,145.28674
1625000,4.5,4,2,2,822,145,1890,Northern Metropolitan,07/05/2016,-37.7749,144.9762
500000,13.5,3,1,1,541,133,1970,Western Metropolitan,14/05/2016,-37.7928,144.804
920000,6.3,3,1,0,207,99,1920,Western Metropolitan,21/10/2017,-37.81306,144.88085
1375000,7,4,2,3,530,145,1950,Northern Metropolitan,03/09/2017,-37.75968,145.02305
605000,12.1,2,2,2,5289,72,2013,Southern Metropolitan,12/11/2016,-37.8882,145.0666
1500000,21.5,4,3,2,557,178,1920,South-Eastern Metropolitan,26/08/2017,-38.00341,145.08773
755000,12.9,3,1,1,935,130,1975,Western Metropolitan,27/05/2017,-37.69744,144.89073
925000,23.2,4,1,10,993,128,1966,Eastern Metropolitan,17/06/2017,-37.84688,145.25632
665000,14.7,4,2,2,520,201,2014,Western Metropolitan,22/07/2017,-37.91859,144.64143
845000,10.4,3,1,1,345,111,1950,Western Metropolitan,26/08/2017,-37.73901,144.89154
3120000,7.3,4,2,2,725,276,1950,Southern Metropolitan,21/10/2017,-37.85647,145.04354
1515000,13.9,4,3,2,635,200,1950,Southern Metropolitan,06/05/2017,-37.9107,145.0745
800500,13.1,3,1,2,536,119,1960,Northern Metropolitan,17/02/2018,-37.69895,144.97452
650000,17.9,3,2,1,661,141,1990,Northern Metropolitan,29/07/2017,-37.66898,145.07209
2875000,5.6,2,1,1,1065,90,1910,Southern Metropolitan,27/06/2016,-37.7944,145.0339
1587500,9,3,1,1,459,130,1920,Southern Metropolitan,03/12/2016,-37.8265,145.072
1250000,11.7,4,2,2,499,220,2005,Southern Metropolitan,24/09/2016,-37.8593,145.1101
650500,18,5,2,2,615,213,2007,Western Metropolitan,01/07/2017,-37.68455,144.73272
690000,35.2,3,2,2,703,153,1980,Eastern Victoria,24/06/2017,-38.03062,145.35951
1400000,8.1,3,1,0,270,139,1910,Southern Metropolitan,15/10/2016,-37.868,145.0269
390000,7.7,1,1,1,644,47,1960,Southern Metropolitan,25/02/2017,-37.8798,144.994
1820000,17.3,4,2,3,353,252,2010,Southern Metropolitan,03/03/2018,-37.9904,145.03871
900000,18,3,2,2,812,129,1980,Eastern Metropolitan,12/08/2017,-37.70577,145.1316
1225000,13.8,3,1,2,580,129,1950,Southern Metropolitan,24/06/2017,-37.90984,145.08001
1620000,1.6,3,2,1,132,165,1880,Northern Metropolitan,22/05/2016,-37.8004,144.9768
700000,20.4,4,2,2,655,223,2009,Northern Metropolitan,28/10/2017,-37.61032,144.90828
1050000,8.9,5,3,2,576,208,1977,Eastern Metropolitan,24/02/2018,-37.73713,145.08957
1530000,7,3,1,2,442,127,1950,Northern Metropolitan,17/03/2018,-37.76113,144.99212
1782500,11.2,3,1,2,615,126,1950,Southern Metropolitan,28/08/2016,-37.8846,145.0861
840000,7,4,1,1,470,127,1970,Western Metropolitan,28/08/2016,-37.822,144.8904
1150000,8,3,1,0,300,145,1900,Western Metropolitan,26/07/2016,-37.7548,144.9315
600000,13,4,1,2,586,159,1968,Northern Metropolitan,23/04/2016,-37.6975,144.9065
1300000,7.7,3,1,1,362,94,1900,Southern Metropolitan,09/12/2017,-37.82718,145.07
1297000,11.2,3,1,1,333,147,1948,Southern Metropolitan,27/11/2016,-37.8722,145.067
1037000,4.2,3,1,1,188,106,1910,Northern Metropolitan,03/09/2016,-37.7953,144.9275
821000,10.5,3,1,2,624,143,1955,Western Metropolitan,03/03/2018,-37.77864,144.84572
2100000,9.7,3,2,2,717,300,2004,Southern Metropolitan,09/12/2017,-37.78952,145.08367
600000,9.9,3,3,1,205,107,1940,Northern Metropolitan,17/09/2016,-37.7212,144.9326
1285000,6.3,3,1,1,284,124,1900,Western Metropolitan,08/07/2017,-37.81335,144.89471
855000,5.2,3,1,1,229,97,1930,Northern Metropolitan,08/10/2016,-37.7622,144.9586
1240000,12.4,3,2,1,673,150,1965,Eastern Metropolitan,17/06/2017,-37.75965,145.09937
532000,13.6,3,2,1,149,19,2005,Western Metropolitan,03/09/2016,-37.7068,144.8963
755000,16.5,4,2,2,563,180,1974,Northern Metropolitan,11/11/2017,-37.6772,144.8741
2665000,10.2,4,3,2,444,241,1910,Southern Metropolitan,17/03/2018,-37.82144,145.09627
825000,5.4,2,1,3,193,107,1995,Southern Metropolitan,27/05/2017,-37.79438,145.03369
695000,12.6,3,1,1,616,117,1930,Western Metropolitan,22/08/2016,-37.7842,144.843
772000,13.9,3,2,1,203,109,1986,Eastern Metropolitan,10/12/2016,-37.7776,145.1267
2800000,8,5,4,6,877,378,2005,Western Metropolitan,08/10/2016,-37.7491,144.9002
905000,7,2,1,0,225,100,1960,Northern Metropolitan,08/07/2017,-37.75642,144.98755
1160000,13.9,3,2,2,321,180,2006,Southern Metropolitan,06/08/2016,-37.914,145.0714
600000,13,3,1,2,599,150,1960,Northern Metropolitan,24/09/2016,-37.7009,144.9291
1020000,6.7,4,2,2,441,255,2002,Northern Metropolitan,24/06/2017,-37.73572,144.97256
1045000,5.2,3,1,2,222,105,1890,Northern Metropolitan,16/04/2016,-37.7642,144.969
1825000,7.5,5,2,2,691,301,1925,Western Metropolitan,18/11/2017,-37.756,144.9002
4200000,6.3,4,3,3,563,333,2000,Southern Metropolitan,27/11/2016,-37.8582,145.0138
810000,11.2,3,1,2,564,558,1960,Northern Metropolitan,10/12/2016,-37.7196,144.9899
1340000,7.8,3,2,0,272,132,1915,Western Metropolitan,19/11/2016,-37.8079,144.8825
921000,13.9,3,2,1,291,119,2000,Southern Metropolitan,16/04/2016,-37.919,145.0829
866000,16.1,3,2,2,743,147,1980,Northern Metropolitan,08/07/2017,-37.71733,145.09622
852000,6.3,2,1,1,869,74,1980,Southern Metropolitan,22/04/2017,-37.8603,145.0224
1605000,8.5,3,1,1,418,152,1890,Southern Metropolitan,27/11/2016,-37.8831,145.0153
750000,13.1,3,2,1,150,3,2000,Eastern Metropolitan,15/10/2016,-37.8287,145.1319
766000,14.7,4,2,2,512,186,2010,Western Metropolitan,17/02/2018,-37.90557,144.7413
452500,3.4,2,1,1,807,54,1970,Northern Metropolitan,23/09/2017,-37.783,144.93204
552000,14.7,4,2,2,742,177,2000,Western Metropolitan,06/01/2018,-37.87348,144.6637
900000,22.2,3,2,2,572,174,1970,South-Eastern Metropolitan,03/03/2018,-37.98068,145.13389
535000,10.5,3,2,2,166,134,2013,Western Metropolitan,17/03/2018,-37.79498,144.79227
1650000,2.6,3,2,1,312,141,1920,Northern Metropolitan,23/04/2016,-37.8217,145.007
645000,32.3,3,2,2,787,124,1980,South-Eastern Metropolitan,07/10/2017,-37.9994,145.25724
980000,14.7,3,2,2,650,156,1985,Eastern Metropolitan,17/03/2018,-37.88812,145.22391
712000,9.4,3,2,2,189,104,2009,Western Metropolitan,22/08/2016,-37.7374,144.9006
895000,7.8,2,1,1,424,95,1930,Southern Metropolitan,16/04/2016,-37.8465,145.0743
790000,10.4,4,2,1,585,178,2015,Western Metropolitan,06/01/2018,-37.73344,144.88925
881000,8.4,3,1,2,470,115,1930,Northern Metropolitan,03/06/2017,-37.73912,145.01298
820000,16.2,3,2,2,260,157,2010,Eastern Metropolitan,15/07/2017,-37.72394,145.12456
685000,12,3,1,3,494,102,1960,Northern Metropolitan,24/06/2017,-37.71477,144.98235
850000,8.5,3,2,2,108,142,2000,Southern Metropolitan,19/11/2016,-37.8861,145.0014
1360000,10.2,4,2,2,701,183,1950,Southern Metropolitan,09/12/2017,-37.86138,145.09694
960000,9.9,3,2,2,501,501,1960,Northern Metropolitan,28/08/2016,-37.7258,144.9347
1230000,2.6,4,2,2,357,249,2009,Northern Metropolitan,03/09/2016,-37.7767,144.9403
1075000,14.7,5,2,2,922,279,1984,Eastern Metropolitan,06/01/2018,-37.87004,145.22082
810000,12,3,2,2,186,118,2014,Northern Metropolitan,06/01/2018,-37.72156,145.01103
1445000,8,3,2,1,400,168,1910,Western Metropolitan,28/08/2016,-37.7542,144.9117
370000,17.4,3,1,1,784,95,1978,Northern Metropolitan,16/09/2017,-37.65877,144.91191
870000,23.5,5,2,2,733,217,1986,South-Eastern Metropolitan,01/07/2017,-37.91894,145.24305
760000,12.9,4,3,2,578,208,1980,Western Metropolitan,28/10/2017,-37.685,144.8934
621000,20.5,4,2,2,568,170,2002,Northern Metropolitan,09/12/2017,-37.65116,145.09417
690000,20.4,4,2,2,652,200,1988,Northern Metropolitan,06/01/2018,-37.64374,144.88919
950000,8.8,4,2,1,243,140,2005,Northern Metropolitan,27/11/2016,-37.7506,144.9847
687000,7.8,3,1,1,116,140,1995,Northern Metropolitan,27/11/2016,-37.7454,144.9487
452000,36.9,3,1,0,624,114,1962,Eastern Victoria,03/06/2017,-38.1187,145.14973
1150000,14.8,5,5,4,688,490,2006,Western Metropolitan,24/06/2017,-37.74281,144.72513
715000,20.4,4,2,2,680,230,2011,Northern Metropolitan,24/06/2017,-37.61236,144.90753
1650000,10.2,4,2,1,338,200,2005,Southern Metropolitan,26/08/2017,-37.86058,145.08542
3200000,6.3,4,4,2,847,285,1935,Southern Metropolitan,17/06/2017,-37.85938,145.01087
575000,10.8,3,1,3,559,98,1955,Western Metropolitan,10/12/2016,-37.7923,144.852
714000,8.8,3,2,2,185,115,2005,Northern Metropolitan,18/06/2016,-37.7287,144.9869
1394000,2.1,3,2,1,60,200,1950,Northern Metropolitan,17/06/2017,-37.79714,144.97596
1225000,16,5,2,2,506,210,1950,Southern Metropolitan,19/08/2017,-37.94708,145.04056
1000000,2.5,2,1,2,176,114,1920,Northern Metropolitan,04/06/2016,-37.8281,144.9923
266000,8.2,2,1,1,1059,65,1970,Western Metropolitan,20/05/2017,-37.8062,144.8665
1095000,2,2,1,0,151,88,1900,Northern Metropolitan,24/06/2017,-37.79853,144.99256
1270000,6.2,4,1,3,478,152,1925,Western Metropolitan,08/07/2017,-37.76421,144.90571
600000,20.6,3,2,2,610,131,1980,Northern Metropolitan,18/11/2017,-37.6027,144.9387
1250000,14.3,4,3,2,339,262,2017,Southern Metropolitan,24/02/2018,-37.94372,145.04611
1300000,4.1,2,1,0,132,80,1900,Southern Metropolitan,08/04/2017,-37.8527,144.9657
1375000,13.4,4,1,3,757,150,1968,Eastern Metropolitan,03/09/2017,-37.80815,145.15441
475000,14,3,1,1,588,94,1960,Northern Metropolitan,18/11/2017,-37.667,144.9366
920000,5,2,1,1,120,82,1980,Southern Metropolitan,24/02/2018,-37.86339,144.97856
537000,25.9,3,2,2,319,134,2014,Northern Victoria,03/03/2018,-37.60044,145.12161
812000,14.7,3,2,2,560,129,1982,Eastern Metropolitan,09/12/2017,-37.86422,145.2272
703000,20.4,3,2,2,415,177,2015,Northern Metropolitan,17/03/2018,-37.62525,144.87738
780000,11.2,3,1,3,618,116,1960,Northern Metropolitan,03/09/2017,-37.69836,144.93891
1200000,11.4,2,1,2,397,96,1940,Southern Metropolitan,12/08/2017,-37.90978,145.02937
817000,5.1,2,1,1,256,75,1900,Western Metropolitan,07/10/2017,-37.80389,144.88711
850000,24.7,4,2,2,553,217,1999,South-Eastern Metropolitan,03/03/2018,-37.94691,145.20255
730000,20.5,4,2,2,652,184,1995,Northern Metropolitan,03/03/2018,-37.65766,145.09505
1490000,15.2,4,2,2,503,168,1930,Southern Metropolitan,26/08/2017,-37.95685,145.01977
1390000,15.5,4,2,2,558,243,2010,South-Eastern Metropolitan,22/07/2017,-37.91917,145.08807
1110000,10.6,3,1,2,600,190,1950,Eastern Metropolitan,12/11/2016,-37.752,145.0722
1900000,5.5,3,1,1,522,174,1910,Northern Metropolitan,16/04/2016,-37.7752,145.0032
1312000,5.6,4,2,1,687,180,1955,Southern Metropolitan,17/09/2016,-37.8096,145.0529
780000,3.4,2,1,1,155,85,1880,Northern Metropolitan,04/06/2016,-37.7934,144.9922
3200000,2.6,5,3,3,618,260,1890,Northern Metropolitan,04/03/2017,-37.8157,145.0073
1800000,6.3,3,2,2,405,121,1910,Southern Metropolitan,15/10/2016,-37.8545,145.0145
5575000,3,6,4,4,420,324,1880,Southern Metropolitan,24/02/2018,-37.84535,144.96044
1330000,9.7,3,2,1,606,159,1950,Western Metropolitan,10/09/2016,-37.7378,144.9168
1875000,3.6,3,2,2,560,183,1980,Northern Metropolitan,17/03/2018,-37.77501,144.98491
610000,14,3,1,2,563,171,1989,Western Metropolitan,01/07/2017,-37.7627,144.81107
520000,17.4,3,1,1,631,111,1960,Northern Metropolitan,15/07/2017,-37.66004,144.92338
1000000,5.9,3,1,1,589,148,1935,Northern Metropolitan,24/09/2016,-37.7628,144.9459
2600000,5.6,5,2,2,674,281,1959,Southern Metropolitan,27/11/2016,-37.8064,145.0608
721000,9.2,2,2,1,239,121,1955,Western Metropolitan,08/10/2016,-37.7882,144.8784
1800000,13.8,5,3,3,697,243,1960,Southern Metropolitan,26/08/2017,-37.91865,145.05418
1836000,7.8,4,2,2,624,200,1955,Eastern Metropolitan,24/02/2018,-37.76154,145.03147
960000,8.4,2,1,2,440,107,1940,Northern Metropolitan,28/10/2017,-37.73226,145.0146
320000,4,1,1,1,682,34,1980,Northern Metropolitan,19/08/2017,-37.7734,144.97686
780000,10.5,4,2,2,696,199,1999,Western Metropolitan,24/06/2017,-37.78647,144.81319
